img,label
./fall_img_train/chute01/cam1/270.jpg,1.0
./fall_img_train/chute01/cam1/271.jpg,1.0
./fall_img_train/chute01/cam1/272.jpg,1.0
./fall_img_train/chute01/cam1/273.jpg,1.0
./fall_img_train/chute01/cam1/274.jpg,1.0
./fall_img_train/chute01/cam1/275.jpg,1.0
./fall_img_train/chute01/cam1/276.jpg,1.0
./fall_img_train/chute01/cam1/277.jpg,1.0
./fall_img_train/chute01/cam2/270.jpg,1.0
./fall_img_train/chute01/cam2/271.jpg,1.0
./fall_img_train/chute01/cam2/272.jpg,1.0
./fall_img_train/chute01/cam2/273.jpg,1.0
./fall_img_train/chute01/cam2/274.jpg,1.0
./fall_img_train/chute01/cam2/275.jpg,1.0
./fall_img_train/chute01/cam2/276.jpg,1.0
./fall_img_train/chute01/cam2/277.jpg,1.0
./fall_img_train/chute01/cam3/270.jpg,1.0
./fall_img_train/chute01/cam3/271.jpg,1.0
./fall_img_train/chute01/cam3/272.jpg,1.0
./fall_img_train/chute01/cam3/273.jpg,1.0
./fall_img_train/chute01/cam3/274.jpg,1.0
./fall_img_train/chute01/cam3/275.jpg,1.0
./fall_img_train/chute01/cam3/276.jpg,1.0
./fall_img_train/chute01/cam3/277.jpg,1.0
./fall_img_train/chute01/cam4/270.jpg,1.0
./fall_img_train/chute01/cam4/271.jpg,1.0
./fall_img_train/chute01/cam4/272.jpg,1.0
./fall_img_train/chute01/cam4/273.jpg,1.0
./fall_img_train/chute01/cam4/274.jpg,1.0
./fall_img_train/chute01/cam4/275.jpg,1.0
./fall_img_train/chute01/cam4/276.jpg,1.0
./fall_img_train/chute01/cam4/277.jpg,1.0
./fall_img_train/chute01/cam5/276.jpg,1.0
./fall_img_train/chute01/cam5/277.jpg,1.0
./fall_img_train/chute01/cam5/278.jpg,1.0
./fall_img_train/chute01/cam5/279.jpg,1.0
./fall_img_train/chute01/cam5/280.jpg,1.0
./fall_img_train/chute01/cam5/281.jpg,1.0
./fall_img_train/chute01/cam5/282.jpg,1.0
./fall_img_train/chute01/cam5/283.jpg,1.0
./fall_img_train/chute01/cam6/270.jpg,1.0
./fall_img_train/chute01/cam6/271.jpg,1.0
./fall_img_train/chute01/cam6/272.jpg,1.0
./fall_img_train/chute01/cam6/273.jpg,1.0
./fall_img_train/chute01/cam6/274.jpg,1.0
./fall_img_train/chute01/cam6/275.jpg,1.0
./fall_img_train/chute01/cam6/276.jpg,1.0
./fall_img_train/chute01/cam6/277.jpg,1.0
./fall_img_train/chute01/cam7/270.jpg,1.0
./fall_img_train/chute01/cam7/271.jpg,1.0
./fall_img_train/chute01/cam7/272.jpg,1.0
./fall_img_train/chute01/cam7/273.jpg,1.0
./fall_img_train/chute01/cam7/274.jpg,1.0
./fall_img_train/chute01/cam7/275.jpg,1.0
./fall_img_train/chute01/cam7/276.jpg,1.0
./fall_img_train/chute01/cam7/277.jpg,1.0
./fall_img_train/chute01/cam8/270.jpg,1.0
./fall_img_train/chute01/cam8/271.jpg,1.0
./fall_img_train/chute01/cam8/272.jpg,1.0
./fall_img_train/chute01/cam8/273.jpg,1.0
./fall_img_train/chute01/cam8/274.jpg,1.0
./fall_img_train/chute01/cam8/275.jpg,1.0
./fall_img_train/chute01/cam8/276.jpg,1.0
./fall_img_train/chute01/cam8/277.jpg,1.0
./fall_img_train/chute02/cam1/100.jpg,1.0
./fall_img_train/chute02/cam1/101.jpg,1.0
./fall_img_train/chute02/cam1/102.jpg,1.0
./fall_img_train/chute02/cam1/103.jpg,1.0
./fall_img_train/chute02/cam1/104.jpg,1.0
./fall_img_train/chute02/cam1/105.jpg,1.0
./fall_img_train/chute02/cam1/106.jpg,1.0
./fall_img_train/chute02/cam1/107.jpg,1.0
./fall_img_train/chute02/cam2/103.jpg,1.0
./fall_img_train/chute02/cam2/104.jpg,1.0
./fall_img_train/chute02/cam2/105.jpg,1.0
./fall_img_train/chute02/cam2/106.jpg,1.0
./fall_img_train/chute02/cam2/107.jpg,1.0
./fall_img_train/chute02/cam2/108.jpg,1.0
./fall_img_train/chute02/cam2/109.jpg,1.0
./fall_img_train/chute02/cam2/110.jpg,1.0
./fall_img_train/chute02/cam3/100.jpg,1.0
./fall_img_train/chute02/cam3/93.jpg,1.0
./fall_img_train/chute02/cam3/94.jpg,1.0
./fall_img_train/chute02/cam3/95.jpg,1.0
./fall_img_train/chute02/cam3/96.jpg,1.0
./fall_img_train/chute02/cam3/97.jpg,1.0
./fall_img_train/chute02/cam3/98.jpg,1.0
./fall_img_train/chute02/cam3/99.jpg,1.0
./fall_img_train/chute02/cam4/100.jpg,1.0
./fall_img_train/chute02/cam4/93.jpg,1.0
./fall_img_train/chute02/cam4/94.jpg,1.0
./fall_img_train/chute02/cam4/95.jpg,1.0
./fall_img_train/chute02/cam4/96.jpg,1.0
./fall_img_train/chute02/cam4/97.jpg,1.0
./fall_img_train/chute02/cam4/98.jpg,1.0
./fall_img_train/chute02/cam4/99.jpg,1.0
./fall_img_train/chute02/cam5/100.jpg,1.0
./fall_img_train/chute02/cam5/101.jpg,1.0
./fall_img_train/chute02/cam5/102.jpg,1.0
./fall_img_train/chute02/cam5/103.jpg,1.0
./fall_img_train/chute02/cam5/104.jpg,1.0
./fall_img_train/chute02/cam5/97.jpg,1.0
./fall_img_train/chute02/cam5/98.jpg,1.0
./fall_img_train/chute02/cam5/99.jpg,1.0
./fall_img_train/chute02/cam6/102.jpg,1.0
./fall_img_train/chute02/cam6/103.jpg,1.0
./fall_img_train/chute02/cam6/104.jpg,1.0
./fall_img_train/chute02/cam6/105.jpg,1.0
./fall_img_train/chute02/cam6/106.jpg,1.0
./fall_img_train/chute02/cam6/107.jpg,1.0
./fall_img_train/chute02/cam6/108.jpg,1.0
./fall_img_train/chute02/cam6/109.jpg,1.0
./fall_img_train/chute02/cam7/102.jpg,1.0
./fall_img_train/chute02/cam7/103.jpg,1.0
./fall_img_train/chute02/cam7/104.jpg,1.0
./fall_img_train/chute02/cam7/105.jpg,1.0
./fall_img_train/chute02/cam7/106.jpg,1.0
./fall_img_train/chute02/cam7/107.jpg,1.0
./fall_img_train/chute02/cam7/108.jpg,1.0
./fall_img_train/chute02/cam7/109.jpg,1.0
./fall_img_train/chute02/cam8/100.jpg,1.0
./fall_img_train/chute02/cam8/101.jpg,1.0
./fall_img_train/chute02/cam8/102.jpg,1.0
./fall_img_train/chute02/cam8/103.jpg,1.0
./fall_img_train/chute02/cam8/96.jpg,1.0
./fall_img_train/chute02/cam8/97.jpg,1.0
./fall_img_train/chute02/cam8/98.jpg,1.0
./fall_img_train/chute02/cam8/99.jpg,1.0
./fall_img_train/chute03/cam1/151.jpg,1.0
./fall_img_train/chute03/cam1/152.jpg,1.0
./fall_img_train/chute03/cam1/153.jpg,1.0
./fall_img_train/chute03/cam1/154.jpg,1.0
./fall_img_train/chute03/cam1/155.jpg,1.0
./fall_img_train/chute03/cam1/156.jpg,1.0
./fall_img_train/chute03/cam1/157.jpg,1.0
./fall_img_train/chute03/cam1/158.jpg,1.0
./fall_img_train/chute03/cam2/151.jpg,1.0
./fall_img_train/chute03/cam2/152.jpg,1.0
./fall_img_train/chute03/cam2/153.jpg,1.0
./fall_img_train/chute03/cam2/154.jpg,1.0
./fall_img_train/chute03/cam2/155.jpg,1.0
./fall_img_train/chute03/cam2/156.jpg,1.0
./fall_img_train/chute03/cam2/157.jpg,1.0
./fall_img_train/chute03/cam2/158.jpg,1.0
./fall_img_train/chute03/cam3/151.jpg,1.0
./fall_img_train/chute03/cam3/152.jpg,1.0
./fall_img_train/chute03/cam3/153.jpg,1.0
./fall_img_train/chute03/cam3/154.jpg,1.0
./fall_img_train/chute03/cam3/155.jpg,1.0
./fall_img_train/chute03/cam3/156.jpg,1.0
./fall_img_train/chute03/cam3/157.jpg,1.0
./fall_img_train/chute03/cam3/158.jpg,1.0
./fall_img_train/chute03/cam4/151.jpg,1.0
./fall_img_train/chute03/cam4/152.jpg,1.0
./fall_img_train/chute03/cam4/153.jpg,1.0
./fall_img_train/chute03/cam4/154.jpg,1.0
./fall_img_train/chute03/cam4/155.jpg,1.0
./fall_img_train/chute03/cam4/156.jpg,1.0
./fall_img_train/chute03/cam4/157.jpg,1.0
./fall_img_train/chute03/cam4/158.jpg,1.0
./fall_img_train/chute03/cam5/157.jpg,1.0
./fall_img_train/chute03/cam5/158.jpg,1.0
./fall_img_train/chute03/cam5/159.jpg,1.0
./fall_img_train/chute03/cam5/160.jpg,1.0
./fall_img_train/chute03/cam5/161.jpg,1.0
./fall_img_train/chute03/cam5/162.jpg,1.0
